nu,[0]2-Pentylfuran-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
676.632533,0.9855395709741457
676.767535,0.9859269641433102
676.902538,0.9825903305242587
677.037541,0.9842405012048828
677.172543,0.9852843492778998
677.307546,0.9856499575876297
677.442549,0.9867130611517789
677.577552,0.9837917898502976
677.712554,0.9827986617566602
677.847557,0.9812765038080962
677.98256,0.9822946153421385
678.117562,0.9845397558016432
678.252565,0.9844393378679531
678.387568,0.9823250669472114
678.52257,0.9824783216112083
678.657573,0.9820696956295151
678.792576,0.979973253536162
678.927579,0.9812912230660474
679.062581,0.9827357646550364
679.197584,0.9831692467030156
679.332587,0.9818988303681844
679.467589,0.9821286215790137
679.602592,0.9799703136208113
679.737595,0.9809537169396947
679.872597,0.9811656258278897
680.0076,0.9802966980752427
680.142603,0.9798194098124052
680.277606,0.9814394092285041
680.412608,0.9813903384848215
680.547611,0.9811911364657981
680.682614,0.9814482422229356
680.817616,0.9792982845180043
680.952619,0.9778040371857317
681.087622,0.9791758798828886
681.222624,0.9806192687488756
681.357627,0.9795970160490249
