nu,[0]Dichloromethane-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
695.719206,0.9188577099563271
695.838408,0.9174923839131157
695.95761,0.9165478532744684
696.076812,0.9149279133813094
696.196014,0.9129556278057738
696.315216,0.9131053648068324
696.434418,0.9141907785883514
696.55362,0.9143279174903002
696.672822,0.9135410199613393
696.792024,0.9114249728409844
696.911226,0.9095784759767368
697.030428,0.9073427555297586
697.14963,0.9053080558485646
697.268832,0.904475555446088
697.388034,0.9060688340976082
697.507236,0.9090047129996524
697.626438,0.9104174940594872
697.74564,0.9108591536378964
697.864842,0.9088592838802122
697.984044,0.9073999199240166
698.103246,0.9052827075778782
698.222448,0.9049523396854204
698.34165,0.9065419254951194
698.460852,0.9071422549369181
698.580054,0.9050120685108692
698.699256,0.9029573121943608
698.818458,0.9001624787565823
698.93766,0.8989660584556984
699.056862,0.8963628333869532
699.176064,0.8964435096723364
699.295266,0.8970622691414779
699.414468,0.9021359947963578
699.53367,0.903408903738936
699.652872,0.9033637344229913
699.772074,0.9014776758358118
699.891276,0.8993526969821601
700.010478,0.8978340745216842
700.12968,0.8976365727512807
700.248882,0.8977173636783655
700.368084,0.8981842980999063
700.487286,0.8966048840273337
700.606488,0.8945629535770289
700.72569,0.8918386931775971
700.844892,0.8896118811195236
700.964094,0.8880031399646421
701.083296,0.887825557095528
701.202498,0.8907780363486953
701.3217,0.8950729998099347
701.440902,0.8954669185856265
701.560104,0.8958341352965282
701.679306,0.8934543829704144
701.798508,0.890751313408451
701.91771,0.88763025695677
702.036912,0.8859010644663203
702.156114,0.8870091331955793
702.275316,0.8876213806985818
702.394518,0.8859630797113413
702.51372,0.8848917126926525
702.632922,0.8816677452611615
702.752124,0.8805399325013775
702.871326,0.8786927388752757
702.990528,0.8788948614484219
703.10973,0.8798181857133514
703.228932,0.8821086893606306
703.348134,0.8846970579286693
703.467336,0.8849094107038858
703.586538,0.8849890561348399
703.70574,0.8858390535622147
703.824942,0.8859010644663203
703.944144,0.8874704978892652
704.063346,0.8892472150099254
704.182548,0.8901547099129563
704.30175,0.8884561370704673
704.420952,0.8860250992975812
704.540154,0.8814826144740696
704.659356,0.8759467303478053
704.778558,0.8672048982167795
704.89776,0.8580010120065987
705.016962,0.8602003084957328
705.136164,0.8666327318196371
705.255366,0.8712467911114845
705.374568,0.8738906723458553
705.49377,0.8762884161970508
705.612972,0.875403811697163
705.732174,0.8735062450302347
705.851376,0.8757890741258284
705.970578,0.8779637264840029
706.08978,0.8787981883307815
706.208982,0.8799589678853389
706.328184,0.8791673610907331
706.447386,0.8770335779997195
706.566588,0.8760343294007198
706.68579,0.8758503815067505
706.804992,0.8772440913190273
706.924194,0.8808657925567958
707.043396,0.8844051560660091
707.162598,0.8848563177320488
707.2818,0.8806103785137805
707.401002,0.8706197191948638
707.520204,0.8649098475217585
707.639406,0.862594992421752
707.758608,0.8579323746711682
707.87781,0.8595811871840341
707.997012,0.8641231375678323
708.116214,0.8661215693156301
708.235416,0.8677514094356141
708.354618,0.8720225459152552
708.47382,0.8729299211163268
708.593022,0.8710464273922399
708.712224,0.8707241998298799
708.831426,0.8784994477355281
708.950628,0.8851837751454953
709.06983,0.8900924012640905
709.189032,0.8911878885041844
709.308234,0.8911878885041844
709.427436,0.8886871656985259
709.546638,0.8834416796359438
709.66584,0.8766916015940333
709.785042,0.8757190138023487
709.904244,0.8749312212497512
710.023446,0.879132195099614
710.142648,0.8805839605986958
710.26185,0.8721271948995785
710.381052,0.8594350708024572
710.500254,0.8577865385638945
710.619456,0.8610178870771412
710.738658,0.8719179094880566
710.85786,0.8841663989075382
710.977062,0.890190316813486
711.096264,0.8932757099617167
711.215466,0.895610204755188
711.334668,0.8972237548832042
711.45387,0.8974929623887759
711.573072,0.8958520521584022
711.692274,0.8924453497288088
711.811476,0.8905553696741022
711.930678,0.8946613609142267
712.04988,0.8982831038069116
712.169082,0.8972506719996054
712.288284,0.8947239894014621
712.407486,0.8893094644936826
712.526688,0.87930803912245
712.64589,0.8704804311831307
712.765092,0.8717522608223753
712.884294,0.875395057702816
713.003496,0.8874616232286597
713.122698,0.8969187506602
713.2419,0.9021811027237864
713.361102,0.9050301689332431
713.480304,0.9058215110670292
713.599506,0.9064657791715681
713.718708,0.9064168313410962
713.83791,0.9032101756410057
713.957112,0.9000454652403873
714.076314,0.8993706842159714
714.195516,0.8956549863849572
714.314718,0.892704196411185
714.43392,0.8898521087566975
714.553122,0.8855202088984153
714.672324,0.8823998332642216
714.791526,0.8826028085671375
714.910728,0.892213344099918
715.02993,0.8979777394664967
715.149132,0.9002254923355447
715.268334,0.8991368782341701
715.387536,0.8970084470200093
715.506738,0.8953773763709533
715.62594,0.8944556124631953
715.745142,0.8957803868608797
715.864344,0.8969546281277709
715.983546,0.8966138501210044
716.102748,0.8960581218275021
716.22195,0.8949834969851695
716.341152,0.8911522417015851
716.460354,0.8850333066939013
716.579556,0.8767179027365962
716.698758,0.8754913564554976
716.81796,0.875167484573602
716.937162,0.8710115862319721
717.056364,0.8661908618128383
717.175566,0.8659916608236132
717.294768,0.8679336563668536
717.41397,0.8690279420290691
717.533172,0.8672742773837665
717.652374,0.8671962262111574
717.771576,0.8654635669955038
717.890778,0.8634752881885416
718.00998,0.8651174507965602
718.129182,0.8635702756944594
718.248384,0.859117138647336
718.367586,0.8535851295593143
718.486788,0.851138852324456
718.60599,0.8506878682540595
718.725192,0.851206946156359
718.844394,0.8517944816256332
718.963596,0.8490730958239627
719.082798,0.840935766039886
719.202,0.8365073265635586
719.321202,0.8383915870464476
719.440404,0.8338931519489202
719.559606,0.8208786401544534
719.678808,0.8205503543599277
719.79801,0.8205011228156273
719.917212,0.8078006267341548
720.036414,0.7942396794495259
720.155616,0.7975745253296324
720.274818,0.7993950698795109
720.39402,0.7980053318806105
720.513222,0.7993231275606747
720.632424,0.8004189507128963
720.751626,0.8025589249055418
720.870828,0.8027756450711722
720.99003,0.8025830020344441
721.109232,0.8030807577840431
