nu,[0]Crotonaldehyde-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
613.52227,0.9971849696494766
613.642273,0.9967062363801082
613.762275,0.9977324747283396
613.882278,0.99665102038411
614.00228,0.9975599816959114
614.122282,0.9965834497355989
614.242285,0.9976471722484832
614.362287,0.9963703033325209
614.48229,0.9980593854321101
614.602292,0.9972559717469603
614.722294,0.9979191679389665
614.842297,0.9974244225058545
614.962299,0.9965432882318342
615.082302,0.9976755058305101
615.202304,0.9976771021125964
615.322306,0.9984796568943124
615.442309,0.9975925026814039
615.562311,0.9980333364220914
615.682314,0.9962444697097705
615.802316,0.9988518596181061
615.922318,0.9978878337690422
616.042321,0.9973452301506857
